brand;name;type;olfactive-family;pyramid_note;top_notes;middle_notes;base_notes;recommended_usage
Ex Nihilo;Soprano;Eau de Parfum;Oriental, Floral;Top/Middle/Base;Fruity Notes, Lychee, Freesia, Bergamot;Rose, Milk, Osmanthus, Jasmine;Agarwood, Patchouli, Leather;16-18%
The Different Company;Sorriso;Eau de Parfum;Fruity, Gourmand;Top/Middle/Base;Bitter Orange;Exotic Woods;Vanilla, Dark Chocolate;15%
Viktor&Rolf;Spicebomb;Eau de Toilette;Woody, Spicy;Top/Middle/Base;Pink Pepper, Elemi, Bergamot, Grapefruit;Cinnamon, Saffron, Chilli;Tobacco, Leather, Vetiver;15%
Guerlain;Spiritueuse Double Vanille;Eau de Parfum;Amber;Top/Middle/Base;Incense, Pink Pepper, Bergamot;Cedarwood, Ylang-Ylang, Bulgarian Rose, Jasmine;Vanilla, Benzoin;25%
Orto Parisi;Stercus;Parfum;Woody, Floral, Musk;Top/Middle/Base;Almond, Aldehydes, Anise;Rose;Agarwood, Leather, Musk, Vanilla, Cedarwood, Heliotrope;20%
Kilian;Straight To Heaven;Eau de Parfum;Woody, Spicy;Top/Middle/Base;Rum, Dried Fruits;Jasmine, Nutmeg, Cedarwood;Patchouli, Musk, Amber, Vanilla;25%
Maison Francis Kurkdjian;Supreme Cashmere;Eau de Toilette;Amber;Top/Middle/Base;Cardamom, Bergamot;Incense, Myrrh;Cashmeran, Orris Root;8-12%
Tom Ford;Supreme Leather;Eau de Parfum;Leather;Top/Middle/Base;Nutmeg, Cardamom;Leather, Saffron;Tonka Bean, Honey;20%
Montale;Supreme Oud;Eau de Parfum;Woody, Oriental;Top/Middle/Base;Cinnamon, Pink Pepper;Agarwood;Guaiac Wood, Vetiver;13-14%
Louis Vuitton;Sur La Route;Eau de Parfum;Citrus, Aromatic;Top/Middle/Base;Bergamot, Lemon, Pink Pepper;Grass, Nutmeg, Hedione, Cardamom;Leather, Cedarwood, Patchouli, Peru Balsam, Iso E Super;16-18%
Chanel;Sycomore;Eau de Parfum;Woody, Chypre;Top/Middle/Base;Spices, Pink Pepper, Aldehydes;Cypress, Violet, Juniper Berry;Tobacco, Sandalwood, Vetiver;20%
Le Labo;Tabac 28;Eau de Parfum;Woody, Aromatic;Top/Middle/Base;Rum, Cardamom;Tobacco;Cedarwood, Guaiac Wood;20%
Creed;Tabarome;Eau de Parfum;Aromatic, Fougère;Top/Middle/Base;Tangerine, Bergamot;Ginger;Tobacco, Sandalwood, Ambergris, Leather, Patchouli;15-20%
Diptyque;Tam Dao;Eau de Parfum;Woody;Top/Middle/Base;Cypress, Ginger, Lime;Sandalwood, Cedarwood, Coriander;Amberwood, Vanilla, Musk;20-22%
HermÃ¨s;Terre;Eau de Toilette;Spicy, Woody;Top/Middle/Base;Grapefruit, Orange;Black Pepper, Geranium;Benzoin, Cedarwood, Patchouli, Vetiver;12-15%
Hermes;Terre Eau Intense Vetiver;Eau de Parfum;Woody, Aromatic;Top/Middle/Base;Bergamot, Grapefruit, Lemon;Sichuan Pepper, Geranium;Vetiver, Olibanum, Patchouli, Amberwood;20%
HermÃ¨s;Terre Eau Tres Fraiche;Eau de Toilette;Woody, Aromatic;Top/Middle/Base;Grapefruit, Bitter Orange, Watery Notes;Geranium;Woody Notes, Cedarwood, Patchouli;10-15%
Hermes;Terre Parfum;Eau de Parfum;Chypre, Woody;Top/Middle/Base;Grapefruit;Shiso;Cedarwood;20-22%
Tom Ford;TF for Men;Eau de Toilette;Floral, Woody;Top/Middle/Base;Basil, Bergamot, Ginger, Lemon Leaf, Mandarin Orange, Violet Leaf;Black Pepper, Grapefruit Blossom, Orange Blossom, Tobacco;Amber, Cedarwood, Cypriol, Leather, Oakmoss, Patchouli, Vetiver;15%
Le Labo;Thé Noir 29;Eau de Parfum;Aromatic;Top/Middle/Base;Fig, Laurel Leaf, Bergamot;Cedarwood, Rose;Tobacco, Hay, Vetiver, Musk;20-25%
Dolce & Gabbana;The One for Men;Eau de Toilette;Woody, Spicy;Top/Middle/Base;Grapefruit, Coriander, Basil;Ginger, Cardamom, Orange Blossom;Amber, Tobacco, Cedarwood;15%
Dolce & Gabbana;The One for Women EDT;Eau de Toilette;Amber, Floral;Top/Middle/Base;Peach, Lychee, Mandarin Orange, Bergamot;Lily, Ylang-Ylang, Jasmine, Orange Blossom, Lily-of-the-valley, Broom;Vanilla, Amber, Musk, Vetiver, Oakmoss;15%
Arabian Oud;Tobacco Honey;Eau de Parfum;Amber, Woody;Top/Middle/Base;Honey, Clove, Anise;Tobacco, Tonka Bean, Vanilla, Sesame;Agarwood, Sandalwood;16-18%
Byredo;Tobacco Mandarin;Parfum;Amber, Woody;Top/Middle/Base;Cumin, Mandarin Orange, Coriander;Tobacco, Leather, Labdanum;Olibanum, Sandalwood, Agarwood;18-22%
Tom Ford;Tobacco Oud;Eau de Parfum;Woody;Top/Middle/Base;Whiskey;Coriander, Spicy Notes;Agarwood, Benzoin, Castoreum, Cedarwood, Incense, Labdanum, Patchouli, Sandalwood, Tobacco, Vanilla;20%
Tom Ford;Tobacco Vanille;Eau de Parfum;Spicy, Oriental;Top/Middle/Base;Spicy Notes, Tobacco Leaf;Cocoa, Tobacco Blossom, Tonka Bean, Vanilla;Dried Fruits, Woody Notes;20%
Le Labo;Tonka 25;Eau de Parfum;Woody;Top/Middle/Base;Orange Blossom;Atlas Cedarwood;Tonka Bean, Vanilla, Styrax, Musk;20%
Guerlain;Tonka Impériale;Eau de Parfum;Amber;Top/Middle/Base;Bitter Almond, Rosemary, Bergamot;Tonka Bean, Tobacco, Jasmine;Incense, Cedarwood, Pine;15%
Xerjoff;Tony Iommi Monkey Special;Eau de Parfum;Amber;Top/Middle/Base;Rum, Passionfruit, Bergamot, Geranium;Patchouli, Cinnamon, Leather, Bulgarian Rose;Caramel, Vanilla, Tonka Bean, Sandalwood, Labdanum, Ambergris, Musk;22%
Xerjoff;Torino21;Eau de Parfum;Aromatic, Green;Top/Middle/Base;Mint, Lemon, Basil, Thyme;Black Currant, Rosemary, Lavender, Jasmine;Lemon Verbena, Musk;14-16%
Xerjoff;Torino22;Eau de Parfum;Woody, Aromatic;Top/Middle/Base;Eucalyptus, Saffron, Bergamot;Mate, Clary Sage, Guaiac Wood;Dry Wood, Musk;15-17%
Xerjoff;Torino23;Eau de Parfum;Floral, Woody;Top/Middle/Base;Bergamot, Cardamom, Rose, Nutmeg;Neroli, Tuberose, Jasmine, Ylang-Ylang;Cashmeran, Musk, Amber, Cedarwood, Patchouli;20%
Moschino;Toy Boy;Eau de Parfum;Woody, Spicy;Top/Middle/Base;Bergamot, Pink Pepper, Pear, Nutmeg, Elemi;Rose, Clove, Magnolia, Flax;Cashmeran, Vetiver, Sandalwood, Musk, Amber;15%
Le Labo;Tubereuse 40;Parfum;Chypre, Floral;Top/Middle/Base;Orange Blossom, Bergamot, Tangerine, Petitgrain;Tuberose, Jasmine, Sandalwood, Virginian Cedarwood, Rose;Oakmoss, Ambrette;28-30%
Tom Ford;Tuscan Leather;Eau de Parfum;Leather;Top/Middle/Base;Raspberry, Saffron, Thyme;Jasmine, Olibanum;Amber, Leather, Suede, Woody Notes;20-22%
Yves Saint Laurent;Tuxedo;Eau de Parfum;Chypre;Top/Middle/Base;Violet Leaf, Coriander, Bergamot;Rose, Black Pepper, Lily-of-the-valley;Patchouli, Ambergris, Bourbon Vanilla;22-24%
Boucheron;Tygar;Eau de Parfum;Citrus, Aromatic;Top/Middle/Base;Grapefruit;Woody Notes;Ambroxan;15%
Jean Paul Gaultier;Ultra Male;Eau de Toilette;Fougère, Oriental;Top/Middle/Base;Bergamot, Lavender, Lemon, Mint, Pear;Caraway, Cinnamon, Clary Sage;Amber, Cedarwood, Patchouli, Vanilla;20%
Hermes;Un Jardin Sur Le Nil;Eau de Toilette;Floral, Fruity;Top/Middle/Base;Grapefruit, Green Mango, Tomato Leaf, Carrot Seeds;Lotus, Calamus, Orange, Hyacinth, Peony;Musk, Iris, Incense, Labdanum, Cinnamon;13-15%
Hermes;Un Jardin Sur Le Toit;Eau de Toilette;Aromatic, Fruity;Top/Middle/Base;Melon, Green Notes;Apple, Rose, Peach, Hedione, Pear, Magnolia, Black Currant;Oakmoss, White Musk, Vanilla;10-13%
Louis Vuitton;Up To The Moon;Eau de Parfum;Amber, Floral;Top/Middle/Base;Iris, Neroli, Black Currant, Pear, Grapefruit;Magnolia, Damask Rose, Jasmine Sambac;Raspberry, Vanilla, Ambrette, Amber, Musk, Sandalwood;17-20%
Valentino;V. Pour Homme Oud Noir;Eau de Parfum;Amber, Woody;Top/Middle/Base;Black Pepper, Bitter Orange, Neroli;Saffron, Cardamom, Olibanum;Agarwood, Patchouli, Leather;18-20%
Parfums de Marly;Valaya;Eau de Parfum;Floral, Fruity;Top/Middle/Base;Aldehydes, White Peach, Bergamot, Mandarin Orange;Orange Blossom, Petalia, Lily-of-the-valley, Vetiver, Nympheal, Mahonial;Musk, Ambroxan, Akigalawood, Vanilla;20-22%
Ex Nihilo;Vanilla Sex;Eau de Parfum;Amber;Top/Middle/Base;Bitter Almond;Vanilla, Floral Notes;Vanilla, Ultravanil, Tonka Bean, Sandalwood;20%
Tom Ford;Vanille Fatale;Eau de Parfum;Amber;Top/Middle/Base;Coriander, Lime, Myrrh, Olibanum, Orange, Rum, Saffron;Artemisia, Barley, Coffee, Frangipani, Narcissus, Plum, Rose;Mahogany, Oakmoss, Patchouli, Suede, Tobacco, Vanilla, Violet;15-20%
Tom Ford;Velvet Orchid;Eau de Parfum;Amber, Floral;Top/Middle/Base;Rum, Honey, Mandarin Orange, Bergamot;Orchid, Jasmine, Heliotrope, Hyacinth, Rose, Narcissus, Magnolia, Orange Blossom;Vanilla, Myrrh, Suede, Sandalwood, Peru Balsam, Labdanum;20-24%
Jo Malone;Velvet Rose & Oud;Eau de Cologne;Amber, Floral;Top/Middle/Base;Rose;Clove;Praline, Agarwood;8-10%
Carolina Herrera;Very Good Girl Glam;Eau de Parfum;Floral, Fruity;Top/Middle/Base;Cherry, Bitter Almond;Rose, Lily;Vanilla, Vetiver;18-20%
Editions de Parfums Frederic Malle;Vetiver Extraordinaire;Eau de Parfum;Woody;Top/Middle/Base;Bergamot, Bitter Orange;Pink Pepper, Nutmeg, Vetiver;Sandalwood, Cedarwood, Oakmoss, Myrrh, Musk;25%
Tom Ford;Vetiver Parfum Cologne;Eau de Parfum;Chypre;Top/Middle/Base;Lemon, Bergamot, Litsea Cubeba, Pink Pepper, Black Pepper, Cedar Leaf;Rose de Mai, Jasmine, Cistus, Celery Seeds, Caraway, Nutmeg;Galbanum, Oakmoss, Vetiver, Cedarwood, Guaiac Wood, Amyris, Labdanum;16-20%
Les Indémodables;Vibrato;Eau de Parfum;Citrus, Aromatic;Top/Middle/Base;Black Currant, Bergamot, Mandarin Orange, Ginger, Rosemary;Magnolia, Rose, Blond Woods;Vetiver, Patchouli, Sandalwood, Musk, Amber, Tonka Bean;15-17%
Creed;Viking Cologne;Eau de Parfum;Aromatic, Fougère;Top/Middle/Base;Mandarin Orange, Lemon, Pink Pepper, Bergamot;Lavender, Geranium, Rosemary, Clary Sage, Nutmeg;Vetiver, Sandalwood, Cedarwood, Olibanum, Patchouli;20%
Creed;Virgin Island Water;Eau de Parfum;Citrus;Top/Middle/Base;Bergamot, Coconut, Lime, Mandarin Orange;Ginger, Hibiscus, Jasmine, Ylang-Ylang;Musk, Tropical Wood;15-20%
Kilian;Vodka on the Rocks;Eau de Parfum;Aromatic;Top/Middle/Base;Coriander, Aldehydes, Cardamom;Rhubarb, Lily-of-the-valley, Rose;Ambroxan, Oakmoss, Sandalwood;15-17%
Tom Ford;White Patchouli;Eau de Parfum;Chypre;Top/Middle/Base;Bergamot, Coriander, Peony, White Flowers;Ambrette, Jasmine, Rose;Incense, Patchouli, Woody Notes;20%
Jo Malone;Wonderoud;Eau de Parfum;Amber, Woody;Top/Middle/Base;Bergamot, Black Pepper;Cedarwood, Sandalwood, Nutmeg;Agarwood, Guaiac Wood, Patchouli, Vetiver;18-20%
Comme des Garcons;Wonderwood;Eau de Parfum;Woody;Top/Middle/Base;Bergamot, Cypress, Black Pepper, Caraway;Nutmeg, Cedarwood, Incense, Cashmeran;Sandalwood, Vetiver, Guaiac Wood, Agarwood, Patchouli;15-20%
Jo Malone;Wood Sage & Sea Salt;Eau de Cologne;Aromatic;Top/Middle/Base;Grapefruit, Clary Sage;Seaweed, Sea Salt;Ambrette;6-8%
Nishane;Wulong Cha;Fragrance;Aromatic, Green;Top/Middle/Base;Bergamot, Orange, Mandarin Orange, Litsea Cubeba;Oolong Tea, Nutmeg;Fig, Musk;20-23%
Yves Saint Laurent;Y EDP;Eau de Parfum;Aromatic, Fougère;Top/Middle/Base;Apple, Ginger, Bergamot;Clary Sage, Juniper Berry, Geranium;Amberwood, Tonka Bean, Cedarwood, Vetiver, Olibanum;15%
Yves Saint Laurent;Y EDP Intense;Eau de Parfum;Aromatic, Fougère;Top/Middle/Base;Ginger, Juniper Berry, Bergamot;Clary Sage, Lavender, Geranium;Vetiver, Patchouli, Cedarwood;15-20%
Yves Saint Laurent;Y Le Parfum;Parfum;Oriental, Fougère;Top/Middle/Base;Apple, Aldehydes, Grapefruit, Ginger;Lavender, Clary Sage, Geranium;Tonka Bean, Cedarwood, Frankincense, Patchouli;16-18%
Etat Libre d'Orange;You Or Someone Like You;Eau de Parfum;Citrus, Aromatic;Top/Middle/Base;Mint, Grapefruit, Bergamot, Anise;Green Notes, Black Currant, Rose, Hedione;White Musk;15-20%
Yves Saint Laurent;YSL L’Homme;Eau de Toilette;Floral, Musk, Woody;Top/Middle/Base;Bergamot, Ginger, Lemon;Basil, Spices, Violet Leaf, White Pepper;Cedarwood, Tonka Bean, Vetiver;15%
Yves Saint Laurent;YSL L’Homme L’intense;Eau de Parfum;Amber, Woody;Top/Middle/Base;Lemon, Black Pepper, Bergamot;Orange Blossom, Artemisia, Violet Leaf;Ambergris, Woody Notes, Benzoin, Leather, Suede, Cedarwood;20%
